rule,rule_description,row_idx,wafer_id,die_row,die_col,true_label,predicted_label,predicted_proba,contributor_rank,feature,feature_value_raw,feature_value_scaled,shap_value
borderline_near_threshold,argmin(|predicted_proba - 0.42|) over all eligible rows,127394,W_N_0064,28,19,1,0,0.4197078898364068,8,feature_419,1781.578024199919,1.7822454204668772,-0.15165986447745064
borderline_near_threshold,argmin(|predicted_proba - 0.42|) over all eligible rows,127394,W_N_0064,28,19,1,0,0.4197078898364068,9,feature_156,228.15235771651905,1.8409952581305418,0.14786319725358327
borderline_near_threshold,argmin(|predicted_proba - 0.42|) over all eligible rows,127394,W_N_0064,28,19,1,0,0.4197078898364068,10,feature_433,458.1205329710378,-1.9708501411710257,0.14113688510564099
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,1,feature_243,672.0899095563558,-2.505915487150749,-0.24074049366502
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,2,feature_13,-191.94585562365177,-2.640406046704379,-0.20606555299455326
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,3,feature_174,-2.2601091157488407,-2.3341796909718857,0.20329016670622738
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,4,feature_97,0.9069043781210312,2.6299125995725388,-0.20014702705280546
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,5,feature_272,20.209785714473707,-1.9656007919879361,0.1901274043530561
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,6,feature_262,1339.8311652624045,-2.0377395012656017,0.18496344533834805
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,7,feature_290,12.621996077368006,-2.163340250114799,0.17751116030071026
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,8,feature_365,8.462514404131687,2.161460301027888,0.16790283417220223
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,9,feature_263,2.942304844096892,1.9143435484786508,-0.16101992287126576
worst_false_negative,argmin(predicted_proba) among rows with true label=Fail AND predicted=Pass (missed fail),50572,W_F_0049,8,32,1,0,0.0005579898289982879,10,feature_233,1938.1521349688985,-2.5025282507948563,-0.1559263287855167
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,1,feature_476,6.6705959662730026,3.069360392079762,-0.25513040478542565
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,2,feature_272,19.48663590878485,-2.656303693369541,0.2549077275964311
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,3,feature_419,895.711403622423,-2.6073704910200464,0.21012592065463195
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,4,feature_105,148.85784695855511,2.8820673338763956,-0.20137906922097584
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,5,feature_342,1.5801103653806052,-2.732229258177333,0.20134599961734317
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,6,feature_457,3.772078395803162,2.200831196218959,0.19590255557458408
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,7,feature_362,2659.920858489816,-2.5229981525330794,-0.19481979746525946
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,8,feature_332,22.187127800749785,-2.795009640159535,0.19322147234794912
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,9,feature_379,-470.6398364528952,-2.1207641241107487,-0.19282908654430808
worst_false_positive,argmax(predicted_proba) among rows with true label=Pass AND predicted=Fail (false alarm),24303,W_F_0029,16,31,0,1,0.7478087621129363,10,feature_21,8.052881090465142,-2.634009200600148,-0.1899253280052276
