rank,feature,coefficient,absolute_coefficient,direction
47,feature_276,0.08318696998129212,0.08318696998129212,positive
48,feature_290,-0.0831714250848051,0.0831714250848051,negative
49,feature_183,0.08260894878565823,0.08260894878565823,positive
50,feature_295,0.08254189448874147,0.08254189448874147,positive
51,feature_419,-0.08241855151503051,0.08241855151503051,negative
52,feature_350,0.08193367108665608,0.08193367108665608,positive
53,feature_341,-0.08073911319859842,0.08073911319859842,negative
54,feature_476,-0.08068222551414973,0.08068222551414973,negative
55,feature_132,-0.08024485600365755,0.08024485600365755,negative
56,feature_191,0.07994148931186146,0.07994148931186146,positive
57,feature_156,0.07980114564946156,0.07980114564946156,positive
58,feature_320,-0.07972509009703113,0.07972509009703113,negative
59,feature_221,-0.07918788328305137,0.07918788328305137,negative
60,feature_486,0.07881714362345774,0.07881714362345774,positive
61,feature_99,-0.07881160203679376,0.07881160203679376,negative
62,feature_238,-0.07855676462156644,0.07855676462156644,negative
63,feature_193,0.07851948026593993,0.07851948026593993,positive
64,feature_223,-0.07832393489241495,0.07832393489241495,negative
65,feature_280,0.07822853464369661,0.07822853464369661,positive
66,feature_343,-0.07781604559401141,0.07781604559401141,negative
67,feature_13,0.07731589529372129,0.07731589529372129,positive
68,feature_365,0.07701922581001273,0.07701922581001273,positive
69,feature_261,-0.07668333903804923,0.07668333903804923,negative
70,feature_443,-0.07623231459223995,0.07623231459223995,negative
71,feature_397,-0.07582141160691283,0.07582141160691283,negative
72,feature_435,-0.07565655452647094,0.07565655452647094,negative
73,feature_478,-0.07554876865737994,0.07554876865737994,negative
74,feature_266,0.07530320442704054,0.07530320442704054,positive
75,die_row,0.07524388127423967,0.07524388127423967,positive
76,feature_293,0.0752158960714734,0.0752158960714734,positive
77,feature_113,0.0751039827767695,0.0751039827767695,positive
78,feature_200,-0.074695706622062,0.074695706622062,negative
79,feature_97,-0.07440672709844498,0.07440672709844498,negative
80,feature_497,0.0741634469964058,0.0741634469964058,positive
81,feature_312,-0.07379800854678298,0.07379800854678298,negative
82,feature_368,0.07355460525970121,0.07355460525970121,positive
83,feature_436,-0.07354854892732456,0.07354854892732456,negative
84,feature_342,-0.0734864666352812,0.0734864666352812,negative
85,feature_115,0.07343781245048225,0.07343781245048225,positive
86,feature_500,0.07336291263596505,0.07336291263596505,positive
87,feature_446,0.0733494782463199,0.0733494782463199,positive
88,feature_188,-0.0733463539600451,0.0733463539600451,negative
89,feature_444,-0.07322930827152552,0.07322930827152552,negative
90,feature_229,0.07320649005511778,0.07320649005511778,positive
91,feature_358,0.07279398384121513,0.07279398384121513,positive
92,feature_333,-0.07277437183413188,0.07277437183413188,negative
93,feature_362,0.07259648571179406,0.07259648571179406,positive
94,feature_220,0.07188265198347471,0.07188265198347471,positive
95,feature_245,-0.0718228674510868,0.0718228674510868,negative
96,feature_105,-0.0716895980276066,0.0716895980276066,negative
97,feature_218,0.07163628163722689,0.07163628163722689,positive
98,feature_205,0.07163455939066948,0.07163455939066948,positive
99,feature_283,0.07163420388597862,0.07163420388597862,positive
100,feature_80,-0.07155640901274365,0.07155640901274365,negative
101,feature_211,0.071533572228813,0.071533572228813,positive
102,feature_403,-0.071332523701908,0.071332523701908,negative
103,feature_21,0.07129574878294885,0.07129574878294885,positive
104,feature_195,0.07128371482939286,0.07128371482939286,positive
105,feature_474,-0.07125144684309204,0.07125144684309204,negative
106,feature_472,0.07087700547004278,0.07087700547004278,positive
107,feature_260,0.07062621151389849,0.07062621151389849,positive
108,feature_146,0.07046874650945713,0.07046874650945713,positive
109,feature_430,-0.07046070084627484,0.07046070084627484,negative
110,feature_367,0.07028083252321013,0.07028083252321013,positive
111,feature_332,-0.07007254678572042,0.07007254678572042,negative
112,feature_197,0.06993407283164228,0.06993407283164228,positive
113,feature_433,-0.0698501806664538,0.0698501806664538,negative
114,feature_26,-0.06980700001020573,0.06980700001020573,negative
115,feature_244,-0.06974475215114853,0.06974475215114853,negative
116,feature_153,0.06951783741088594,0.06951783741088594,positive
117,feature_256,0.0693515112062399,0.0693515112062399,positive
118,feature_294,0.06933294609765192,0.06933294609765192,positive
119,feature_461,-0.06905171682083573,0.06905171682083573,negative
120,feature_396,-0.06894600465556792,0.06894600465556792,negative
121,feature_466,-0.0688843615554054,0.0688843615554054,negative
122,feature_475,-0.0687611467164096,0.0687611467164096,negative
123,feature_240,0.0686995320189863,0.0686995320189863,positive
124,feature_473,0.06867891219470366,0.06867891219470366,positive
125,feature_418,0.06834572242014159,0.06834572242014159,positive
126,feature_286,-0.06818653560712887,0.06818653560712887,negative
127,feature_160,-0.06805976156129957,0.06805976156129957,negative
128,feature_214,0.06782134887462735,0.06782134887462735,positive
129,feature_216,-0.06777838824176682,0.06777838824176682,negative
130,feature_296,0.0676631177798509,0.0676631177798509,positive
131,feature_308,-0.06759379039389143,0.06759379039389143,negative
132,feature_75,0.06734708018620196,0.06734708018620196,positive
133,feature_241,0.06707521469194516,0.06707521469194516,positive
134,feature_29,0.0668373380118048,0.0668373380118048,positive
135,feature_170,-0.0665700605770705,0.0665700605770705,negative
136,feature_176,-0.06650939396352075,0.06650939396352075,negative
137,feature_391,0.06635610992606251,0.06635610992606251,positive
138,feature_447,-0.06604019331797766,0.06604019331797766,negative
139,feature_255,0.06582307899691049,0.06582307899691049,positive
140,feature_227,0.06574450558356415,0.06574450558356415,positive
141,feature_206,-0.06522320207675306,0.06522320207675306,negative
142,feature_24,-0.0651557794522323,0.0651557794522323,negative
143,feature_317,0.06506486538551053,0.06506486538551053,positive
144,feature_69,0.06483526677613458,0.06483526677613458,positive
145,feature_43,-0.06463925116291236,0.06463925116291236,negative
146,feature_9,-0.06463653170786221,0.06463653170786221,negative
147,feature_382,0.06390997881347142,0.06390997881347142,positive
148,feature_340,-0.06387097230744111,0.06387097230744111,negative
149,feature_321,-0.0635494492549848,0.0635494492549848,negative
150,feature_137,-0.06315400256786911,0.06315400256786911,negative
151,feature_222,-0.06312968384267399,0.06312968384267399,negative
152,feature_390,-0.06293156726291974,0.06293156726291974,negative
153,feature_482,-0.06284578825682255,0.06284578825682255,negative
154,feature_166,0.06254989473024133,0.06254989473024133,positive
155,feature_325,-0.06237272171888109,0.06237272171888109,negative
156,feature_456,-0.06235856160900684,0.06235856160900684,negative
157,feature_487,0.06235187961490721,0.06235187961490721,positive
158,feature_254,-0.062094659403176385,0.062094659403176385,negative
159,feature_389,0.06208065994681465,0.06208065994681465,positive
160,feature_455,0.06207153796206086,0.06207153796206086,positive
161,feature_17,-0.062063711834954134,0.062063711834954134,negative
162,feature_380,0.062009117418706856,0.062009117418706856,positive
163,feature_3,0.06195757528581667,0.06195757528581667,positive
164,feature_130,-0.06139829738945305,0.06139829738945305,negative
165,feature_233,0.06133144597441335,0.06133144597441335,positive
166,feature_126,-0.06097023296520072,0.06097023296520072,negative
167,feature_270,-0.06093532301535958,0.06093532301535958,negative
168,feature_275,0.06086931762409553,0.06086931762409553,positive
169,feature_37,-0.06080413252898152,0.06080413252898152,negative
170,feature_355,-0.06063570050163123,0.06063570050163123,negative
171,feature_189,-0.06054255077494172,0.06054255077494172,negative
172,feature_291,-0.059801770875571036,0.059801770875571036,negative
173,feature_71,-0.05979634379038746,0.05979634379038746,negative
174,feature_271,-0.05976137304733826,0.05976137304733826,negative
175,feature_431,0.059657876098030777,0.059657876098030777,positive
176,feature_257,0.05918716354043513,0.05918716354043513,positive
177,feature_411,-0.05912689686125278,0.05912689686125278,negative
178,feature_370,0.05911258490249724,0.05911258490249724,positive
179,feature_28,-0.05901500629917765,0.05901500629917765,negative
180,feature_459,-0.059002139740283725,0.059002139740283725,negative
181,feature_83,0.0589955090703221,0.0589955090703221,positive
182,feature_345,0.05885659374370835,0.05885659374370835,positive
183,feature_318,-0.05880240567209163,0.05880240567209163,negative
184,feature_237,0.058705865215749234,0.058705865215749234,positive
185,feature_337,0.058690321962854355,0.058690321962854355,positive
186,feature_89,-0.05828107363795636,0.05828107363795636,negative
187,feature_248,0.058252387871782114,0.058252387871782114,positive
188,feature_399,0.05785049044885892,0.05785049044885892,positive
189,feature_249,-0.05776575197646857,0.05776575197646857,negative
190,feature_315,-0.057725173559491465,0.057725173559491465,negative
191,feature_185,0.05753794625433151,0.05753794625433151,positive
192,feature_224,-0.057417336005662296,0.057417336005662296,negative
193,feature_20,0.057315256657129866,0.057315256657129866,positive
194,feature_40,0.05716654901280789,0.05716654901280789,positive
195,feature_164,0.056946981246503645,0.056946981246503645,positive
196,feature_65,0.05647058204069938,0.05647058204069938,positive
197,feature_364,0.0559715700422204,0.0559715700422204,positive
198,feature_210,0.05595735219345494,0.05595735219345494,positive
199,feature_385,0.055884853004177525,0.055884853004177525,positive
200,feature_335,0.05576015210147437,0.05576015210147437,positive
201,feature_330,-0.05560260436843871,0.05560260436843871,negative
202,feature_129,-0.055439401813748436,0.055439401813748436,negative
203,feature_381,0.055170162296828855,0.055170162296828855,positive
204,feature_269,0.05465962881119614,0.05465962881119614,positive
205,feature_88,-0.054539130316840066,0.054539130316840066,negative
206,feature_36,0.05443159999761812,0.05443159999761812,positive
207,feature_32,-0.05430575091741357,0.05430575091741357,negative
208,feature_306,0.054033735677812694,0.054033735677812694,positive
209,feature_154,0.05397532244838902,0.05397532244838902,positive
210,feature_1,0.05379239694677198,0.05379239694677198,positive
211,feature_56,0.053616334950167176,0.053616334950167176,positive
212,feature_39,-0.05361511172684532,0.05361511172684532,negative
213,feature_31,-0.053589796952995886,0.053589796952995886,negative
214,feature_298,-0.053532459815666115,0.053532459815666115,negative
215,feature_62,-0.05351514240119643,0.05351514240119643,negative
216,feature_372,-0.05324511475308887,0.05324511475308887,negative
217,feature_300,-0.052975395069117935,0.052975395069117935,negative
218,feature_496,-0.05295730703247597,0.05295730703247597,negative
219,feature_6,-0.05278776231648845,0.05278776231648845,negative
220,feature_114,-0.0522795362890011,0.0522795362890011,negative
221,feature_123,-0.05227730261707828,0.05227730261707828,negative
222,feature_44,0.052221403509667384,0.052221403509667384,positive
223,feature_373,-0.05216910355920541,0.05216910355920541,negative
224,feature_67,0.052078521312690564,0.052078521312690564,positive
225,feature_449,0.051694420583463546,0.051694420583463546,positive
226,feature_288,0.051574032678277884,0.051574032678277884,positive
227,feature_57,-0.051486963468345734,0.051486963468345734,negative
228,feature_468,0.05136478902141671,0.05136478902141671,positive
229,feature_79,-0.05127460498849552,0.05127460498849552,negative
230,feature_141,0.05124509150564091,0.05124509150564091,positive
231,feature_448,-0.051166133640640106,0.051166133640640106,negative
232,feature_198,-0.051120494390254165,0.051120494390254165,negative
233,feature_383,0.050926963852777674,0.050926963852777674,positive
234,feature_483,0.050690893627539854,0.050690893627539854,positive
235,feature_327,-0.050508392598914036,0.050508392598914036,negative
236,feature_491,0.05034419010536805,0.05034419010536805,positive
237,feature_356,-0.05033080105813391,0.05033080105813391,negative
238,feature_91,-0.05031825910036805,0.05031825910036805,negative
239,feature_125,-0.05011822362074596,0.05011822362074596,negative
240,feature_84,-0.04980383486576614,0.04980383486576614,negative
241,feature_102,0.049737153042907385,0.049737153042907385,positive
242,feature_347,-0.04963385035203685,0.04963385035203685,negative
243,feature_441,0.049624810239209234,0.049624810239209234,positive
244,feature_230,0.04961432352987712,0.04961432352987712,positive
245,feature_119,-0.04955501507048157,0.04955501507048157,negative
246,feature_152,-0.04951471083930278,0.04951471083930278,negative
247,feature_34,-0.04949101462965406,0.04949101462965406,negative
248,feature_81,-0.049485423745492245,0.049485423745492245,negative
249,feature_357,0.04939425972740445,0.04939425972740445,positive
250,feature_326,0.049345458867802325,0.049345458867802325,positive
251,feature_462,-0.0491964516147252,0.0491964516147252,negative
252,feature_488,0.04909026628361387,0.04909026628361387,positive
253,feature_328,0.048902661263051865,0.048902661263051865,positive
254,feature_299,-0.048868286012849614,0.048868286012849614,negative
255,feature_265,-0.04846062403824134,0.04846062403824134,negative
256,feature_303,-0.04839176916323647,0.04839176916323647,negative
257,feature_465,-0.04836720639957578,0.04836720639957578,negative
258,feature_16,0.048124867413836134,0.048124867413836134,positive
259,feature_158,-0.04805664359054095,0.04805664359054095,negative
260,feature_140,-0.04783910187126323,0.04783910187126323,negative
261,feature_22,-0.047274214424174,0.047274214424174,negative
262,feature_392,0.047208085765861975,0.047208085765861975,positive
263,feature_133,0.04717260872405547,0.04717260872405547,positive
264,feature_239,0.04710217473031505,0.04710217473031505,positive
265,feature_409,0.047054457642757265,0.047054457642757265,positive
266,feature_279,0.047016127214326395,0.047016127214326395,positive
267,feature_467,0.046992424018043426,0.046992424018043426,positive
268,feature_400,0.046842217498481956,0.046842217498481956,positive
269,feature_212,-0.046827629117632864,0.046827629117632864,negative
270,feature_366,0.04678637520451164,0.04678637520451164,positive
271,feature_360,0.0466529464422419,0.0466529464422419,positive
272,feature_35,-0.04663773805486091,0.04663773805486091,negative
273,feature_404,-0.04641699220391564,0.04641699220391564,negative
274,feature_471,0.046415132751760804,0.046415132751760804,positive
275,feature_251,-0.04638511637492912,0.04638511637492912,negative
276,feature_417,0.04626883742953732,0.04626883742953732,positive
277,feature_18,0.046190757289615414,0.046190757289615414,positive
278,feature_310,0.04603677817603359,0.04603677817603359,positive
279,feature_359,-0.04574713572444921,0.04574713572444921,negative
280,feature_148,0.045495260852569885,0.045495260852569885,positive
281,feature_489,0.04542837366975634,0.04542837366975634,positive
282,feature_442,-0.045253418229110776,0.045253418229110776,negative
283,feature_4,-0.04509000393177677,0.04509000393177677,negative
284,feature_338,-0.04486572002569727,0.04486572002569727,negative
285,feature_414,-0.044640402916338924,0.044640402916338924,negative
286,feature_495,0.044452374435391684,0.044452374435391684,positive
287,feature_434,-0.04424474790712741,0.04424474790712741,negative
288,feature_344,-0.04420975023059818,0.04420975023059818,negative
289,feature_78,0.04388459819751719,0.04388459819751719,positive
290,feature_479,0.0438512618220402,0.0438512618220402,positive
291,feature_149,0.043801848876968225,0.043801848876968225,positive
292,feature_252,0.0436913639316637,0.0436913639316637,positive
293,feature_334,-0.043615950341882315,0.043615950341882315,negative
294,feature_323,0.04326376533700004,0.04326376533700004,positive
295,feature_331,-0.043101897342996104,0.043101897342996104,negative
296,feature_186,0.042951483423992465,0.042951483423992465,positive
297,feature_100,-0.042901241301436854,0.042901241301436854,negative
298,feature_203,0.04279859095545251,0.04279859095545251,positive
299,feature_68,0.04264139200539006,0.04264139200539006,positive
300,feature_470,-0.042168909876049876,0.042168909876049876,negative
301,feature_258,-0.042138223867860786,0.042138223867860786,negative
302,feature_415,0.04211099913029007,0.04211099913029007,positive
303,feature_322,-0.04200379565449612,0.04200379565449612,negative
304,feature_184,0.04158222000081588,0.04158222000081588,positive
305,feature_159,-0.04154496767076848,0.04154496767076848,negative
306,feature_147,-0.04143545966560434,0.04143545966560434,negative
307,feature_136,0.04140407934298702,0.04140407934298702,positive
308,feature_427,-0.04124710915641536,0.04124710915641536,negative
309,feature_386,0.04114457464116419,0.04114457464116419,positive
310,feature_82,0.040629032056767746,0.040629032056767746,positive
311,feature_311,-0.040598121876504516,0.040598121876504516,negative
312,feature_440,0.0405701929471511,0.0405701929471511,positive
313,feature_27,0.040309138233226655,0.040309138233226655,positive
314,feature_402,0.04016004330734836,0.04016004330734836,positive
315,feature_41,-0.03994417411893365,0.03994417411893365,negative
316,feature_182,-0.03983298786657533,0.03983298786657533,negative
317,feature_110,0.03952634155920508,0.03952634155920508,positive
318,feature_498,0.03908245490947923,0.03908245490947923,positive
319,feature_361,0.03881070700786745,0.03881070700786745,positive
320,feature_264,-0.03866475833726276,0.03866475833726276,negative
321,feature_64,0.03832159849085183,0.03832159849085183,positive
322,feature_98,0.03815552776036885,0.03815552776036885,positive
323,feature_194,-0.03796558444621334,0.03796558444621334,negative
324,feature_268,0.03773656511010966,0.03773656511010966,positive
325,feature_202,0.03732507900975103,0.03732507900975103,positive
326,feature_316,-0.03731293117914751,0.03731293117914751,negative
327,feature_351,0.037101339373278766,0.037101339373278766,positive
328,feature_429,-0.037099642865116314,0.037099642865116314,negative
329,feature_51,0.036725605958649356,0.036725605958649356,positive
330,feature_11,0.0365568730176176,0.0365568730176176,positive
331,feature_425,-0.0363156500586236,0.0363156500586236,negative
332,feature_127,0.03627604713731863,0.03627604713731863,positive
333,feature_405,0.03624417228691049,0.03624417228691049,positive
334,feature_378,-0.03623340609193031,0.03623340609193031,negative
335,feature_116,0.035853941670058495,0.035853941670058495,positive
336,feature_54,0.035828455215298545,0.035828455215298545,positive
337,feature_103,0.03577623328386099,0.03577623328386099,positive
338,feature_7,0.03544421854389678,0.03544421854389678,positive
339,feature_118,-0.03542919500432561,0.03542919500432561,negative
340,feature_86,0.03542434829664923,0.03542434829664923,positive
341,feature_111,-0.035202540386946826,0.035202540386946826,negative
342,feature_494,-0.03518966746406772,0.03518966746406772,negative
343,feature_313,-0.03514337122299718,0.03514337122299718,negative
344,feature_374,-0.03510523967310978,0.03510523967310978,negative
345,feature_363,-0.0347500238994932,0.0347500238994932,negative
346,feature_104,-0.03460785977492841,0.03460785977492841,negative
347,feature_439,-0.03455826199427241,0.03455826199427241,negative
348,feature_416,0.034505074908313,0.034505074908313,positive
349,feature_395,-0.034462917800055747,0.034462917800055747,negative
350,feature_428,-0.034074502375483595,0.034074502375483595,negative
351,feature_128,0.03396175539934788,0.03396175539934788,positive
352,feature_161,0.03386028556219227,0.03386028556219227,positive
353,feature_131,0.03385042423224663,0.03385042423224663,positive
354,feature_23,0.03365877956158172,0.03365877956158172,positive
355,feature_485,-0.03360256297409309,0.03360256297409309,negative
356,feature_454,-0.03359329106914427,0.03359329106914427,negative
357,feature_121,0.033501005559085306,0.033501005559085306,positive
358,feature_408,0.032983911911324514,0.032983911911324514,positive
359,feature_401,0.03286017638288523,0.03286017638288523,positive
360,feature_165,-0.032758263168382554,0.032758263168382554,negative
361,feature_305,-0.03266745082485594,0.03266745082485594,negative
362,feature_106,0.03261563827823008,0.03261563827823008,positive
363,feature_445,0.03259112266178558,0.03259112266178558,positive
364,feature_74,-0.03259092292743078,0.03259092292743078,negative
365,feature_410,0.03212491629542739,0.03212491629542739,positive
366,feature_139,-0.03210125912321577,0.03210125912321577,negative
367,feature_469,-0.03171123693191965,0.03171123693191965,negative
368,feature_259,-0.03145020885143442,0.03145020885143442,negative
369,feature_208,-0.0312517932309177,0.0312517932309177,negative
370,feature_124,-0.031247500350657043,0.031247500350657043,negative
371,feature_464,0.031057669397982435,0.031057669397982435,positive
372,feature_301,-0.03068968546702064,0.03068968546702064,negative
373,feature_120,0.030524277587303177,0.030524277587303177,positive
374,feature_234,0.030521274091210138,0.030521274091210138,positive
375,feature_424,-0.030475144819755055,0.030475144819755055,negative
376,feature_52,0.03043187543522139,0.03043187543522139,positive
377,feature_499,0.029726539696462627,0.029726539696462627,positive
378,feature_70,-0.029628301718239297,0.029628301718239297,negative
379,feature_375,0.02957061518070859,0.02957061518070859,positive
380,feature_412,0.02942446219932861,0.02942446219932861,positive
381,feature_481,0.02791901668114129,0.02791901668114129,positive
382,feature_87,-0.027413781209969432,0.027413781209969432,negative
383,feature_196,-0.027129688493236628,0.027129688493236628,negative
384,feature_458,0.026907774988454657,0.026907774988454657,positive
385,feature_253,0.026895861694950937,0.026895861694950937,positive
386,feature_61,-0.026797038615592197,0.026797038615592197,negative
387,feature_101,0.02667978904179727,0.02667978904179727,positive
388,feature_339,-0.026555804443163442,0.026555804443163442,negative
389,feature_94,-0.026338055481752755,0.026338055481752755,negative
390,feature_324,0.026336081453092238,0.026336081453092238,positive
391,feature_406,0.02629102046805145,0.02629102046805145,positive
392,feature_30,0.02628642330940184,0.02628642330940184,positive
393,feature_421,0.026074411633393947,0.026074411633393947,positive
394,feature_353,-0.0251835988138931,0.0251835988138931,negative
395,feature_393,-0.02515118217913563,0.02515118217913563,negative
396,feature_47,-0.025017478291165154,0.025017478291165154,negative
397,feature_247,-0.02499882746057843,0.02499882746057843,negative
398,feature_228,-0.024849711071673473,0.024849711071673473,negative
399,feature_187,-0.024824076014253932,0.024824076014253932,negative
400,feature_138,-0.024789110493962763,0.024789110493962763,negative
401,feature_346,-0.024770524048977328,0.024770524048977328,negative
402,feature_369,0.024718541318735507,0.024718541318735507,positive
403,feature_14,0.024688978190491668,0.024688978190491668,positive
404,feature_122,0.02460102455378942,0.02460102455378942,positive
405,feature_307,0.024577801634394898,0.024577801634394898,positive
406,feature_423,0.024510107486974332,0.024510107486974332,positive
407,feature_329,-0.024506072820990606,0.024506072820990606,negative
408,feature_142,0.024272291687838742,0.024272291687838742,positive
409,feature_157,-0.024250631713519363,0.024250631713519363,negative
410,feature_50,0.02416645893218554,0.02416645893218554,positive
411,feature_278,0.023477012970850246,0.023477012970850246,positive
412,feature_76,0.0231950925582032,0.0231950925582032,positive
413,feature_398,-0.023165734171297876,0.023165734171297876,negative
414,feature_135,0.023144994272348306,0.023144994272348306,positive
415,feature_2,-0.022625429310697113,0.022625429310697113,negative
416,feature_66,0.022373842617658204,0.022373842617658204,positive
417,feature_314,0.02193171339368708,0.02193171339368708,positive
418,feature_143,-0.021620642473008805,0.021620642473008805,negative
419,feature_422,-0.021330103706055183,0.021330103706055183,negative
420,feature_10,-0.021105361569854646,0.021105361569854646,negative
421,feature_201,0.02093551737483717,0.02093551737483717,positive
422,feature_273,0.02041986466077474,0.02041986466077474,positive
423,feature_179,0.020398362904511764,0.020398362904511764,positive
424,feature_407,-0.020180652976661446,0.020180652976661446,negative
425,feature_352,0.020165411244624114,0.020165411244624114,positive
426,feature_181,0.020017345654670074,0.020017345654670074,positive
427,feature_144,0.01982416702029921,0.01982416702029921,positive
428,feature_453,-0.019595638262458276,0.019595638262458276,negative
429,feature_432,0.019448542996402675,0.019448542996402675,positive
430,feature_354,-0.019276389979982773,0.019276389979982773,negative
431,feature_96,-0.019262051885499027,0.019262051885499027,negative
432,feature_95,0.019148453439731337,0.019148453439731337,positive
433,feature_5,0.018944480169321973,0.018944480169321973,positive
434,feature_93,-0.01893806290776876,0.01893806290776876,negative
435,feature_215,0.018306876523386088,0.018306876523386088,positive
436,feature_484,-0.018252582544920435,0.018252582544920435,negative
437,feature_199,0.018127032258883628,0.018127032258883628,positive
438,feature_490,0.018003981996519192,0.018003981996519192,positive
439,feature_107,-0.01787498504389083,0.01787498504389083,negative
440,feature_25,0.01733646119751413,0.01733646119751413,positive
441,feature_90,-0.017028235904696445,0.017028235904696445,negative
442,feature_175,0.017011500249291545,0.017011500249291545,positive
443,feature_38,0.016716483465539996,0.016716483465539996,positive
444,feature_493,-0.01623885211512624,0.01623885211512624,negative
445,feature_145,0.015683961556497393,0.015683961556497393,positive
446,feature_281,-0.01567717266410826,0.01567717266410826,negative
447,feature_376,-0.015672152153902,0.015672152153902,negative
448,feature_167,0.015491242351808586,0.015491242351808586,positive
449,feature_388,-0.015473103435137681,0.015473103435137681,negative
450,feature_12,-0.01544041998689457,0.01544041998689457,negative
451,feature_63,-0.015169230200427953,0.015169230200427953,negative
452,feature_53,-0.015028288022511098,0.015028288022511098,negative
453,feature_297,0.014485950890521512,0.014485950890521512,positive
454,feature_226,0.014316359241948906,0.014316359241948906,positive
455,feature_450,-0.014145115606716163,0.014145115606716163,negative
456,feature_377,0.013692862173997202,0.013692862173997202,positive
457,feature_319,-0.012940438073737178,0.012940438073737178,negative
458,feature_451,-0.012865508509556662,0.012865508509556662,negative
459,feature_438,0.01255989872719503,0.01255989872719503,positive
460,feature_394,-0.011857299869452368,0.011857299869452368,negative
461,feature_219,0.011844859690236045,0.011844859690236045,positive
462,feature_73,0.011628004748469244,0.011628004748469244,positive
463,feature_452,-0.011263119320785466,0.011263119320785466,negative
464,feature_192,0.01112071535284431,0.01112071535284431,positive
465,feature_274,0.010826621789663357,0.010826621789663357,positive
466,feature_92,0.010557214763637987,0.010557214763637987,positive
467,feature_217,-0.01037097196210328,0.01037097196210328,negative
468,feature_108,0.01032671107562242,0.01032671107562242,positive
469,feature_150,-0.009730448750882335,0.009730448750882335,negative
470,feature_112,0.009665084351427997,0.009665084351427997,positive
471,feature_59,0.009563905105882236,0.009563905105882236,positive
472,feature_304,0.00950057369795026,0.00950057369795026,positive
473,feature_437,0.008890187895222812,0.008890187895222812,positive
474,feature_180,-0.008361459651304033,0.008361459651304033,negative
475,feature_72,-0.008319938566820636,0.008319938566820636,negative
476,feature_384,0.008130864264767838,0.008130864264767838,positive
477,feature_232,0.00795512980107921,0.00795512980107921,positive
478,feature_371,-0.00793466948637906,0.00793466948637906,negative
479,feature_117,-0.006697004235146522,0.006697004235146522,negative
480,feature_413,-0.006196618452595821,0.006196618452595821,negative
481,feature_420,0.005764284088512343,0.005764284088512343,positive
482,feature_172,-0.005358481305591723,0.005358481305591723,negative
483,feature_302,-0.005047727651383265,0.005047727651383265,negative
484,feature_289,0.00489872815343007,0.00489872815343007,positive
485,feature_162,-0.004883379152921143,0.004883379152921143,negative
486,feature_15,0.004856890906658137,0.004856890906658137,positive
487,feature_55,0.004715495961471178,0.004715495961471178,positive
488,feature_45,-0.0043812590724286345,0.0043812590724286345,negative
489,feature_292,0.0043333642326332765,0.0043333642326332765,positive
490,feature_151,-0.00389628073939079,0.00389628073939079,negative
