feature,missing_count,missing_pct,mean,std,coeff_variation,min,max,n_unique,outlier_frac_iqr,pass_mean,fail_mean,cohens_d,abs_cohens_d,near_constant,highly_variable_raw_scale
feature_379,0,0.0,-411.64579858728405,27.81744027490853,0.06757615496228661,-537.6077440209692,-292.9012807379086,154037,0.006550374260729565,-411.89256399347823,-406.0617612823364,0.20899034091374502,0.20899034091374502,False,False
feature_286,0,0.0,29.02776852714999,1.0091185745414208,0.034763904555652675,24.595395696460848,33.444190640967804,154037,0.007329407869537838,29.036768535298055,28.824107965409453,-0.20874667231659014,0.20874667231659014,False,False
feature_320,0,0.0,5.305027335615425,0.2832253658336548,0.05338810677415641,3.9852073617493575,6.643962567762909,154037,0.006881463544473081,5.307520392211347,5.248612130381918,-0.20829107035314307,0.20829107035314307,False,False
feature_221,0,0.0,0.31372981173652786,0.010675143148150743,0.03402655007205943,0.2628713492936502,0.3583295310474891,154037,0.006965858852093977,0.31382367752235285,0.311605729362953,-0.20663792809067033,0.20663792809067033,False,False
feature_419,0,0.0,1421.9037931271819,201.81025264027716,0.1419296112829388,608.1595152406514,2283.5008239889758,154037,0.006589325941169979,1423.689405193603,1381.4973012090477,-0.20654985153775585,0.20654985153775585,False,False
feature_325,0,0.0,0.37943993505355433,0.016330517704383724,0.04303847907331849,0.307538905257215,0.455897875589815,154037,0.00658283399442991,0.3795836236530291,0.37618841567676037,-0.20630781662727743,0.20630781662727743,False,False
feature_480,0,0.0,-1.6038395895743296,0.23439778575983547,0.14614789863246005,-2.6352346484151767,-0.5518549151386015,154037,0.006965858852093977,-1.605912145059836,-1.5569398748771492,0.20617601632997154,0.20617601632997154,False,False
feature_478,0,0.0,1886.5947260843038,140.98942046582744,0.07473222442344897,1309.8969636308868,2539.6445834212936,154037,0.007043762212974805,1887.8379380717474,1858.462168028822,-0.20558477032940534,0.20558477032940534,False,False
feature_444,0,0.0,288.4634686612153,16.469243412775842,0.05709299513456963,208.7649277309855,366.414111770761,154037,0.006706180982491219,288.60727815253176,285.20921363129816,-0.2051765896741395,0.2051765896741395,False,False
feature_77,0,0.0,-46.98458344068946,2.9075012468029544,0.06188202669654847,-58.86703932027738,-34.39526693044386,154037,0.007115173627115563,-47.00978749013332,-46.414242749500765,0.20508352576913508,0.20508352576913508,False,False
feature_46,0,0.0,2955.0081984372723,62.28908380298293,0.02107915769435899,2669.7118219679155,3217.8920748059213,154037,0.007102189733635425,2954.4664778231186,2967.2667567374315,0.2050022559883572,0.2050022559883572,False,False
feature_433,0,0.0,506.0105178083957,24.29922970159226,0.04802119490882466,399.1169906739081,628.7434110295336,154037,0.006926907171653564,506.2231636880417,501.1985689092338,-0.20492761852215366,0.20492761852215366,False,False
feature_132,0,0.0,87.12688554039464,5.895640533825819,0.06766729347960479,59.95185145981108,114.1942103460476,154037,0.007147633360815908,87.17837216080085,85.96179836918999,-0.20448634875432323,0.20448634875432323,False,False
feature_97,0,0.0,0.7073110456007623,0.07589376940910783,0.1072990021591514,0.3614408875249563,1.0304354618259028,154037,0.007141141414075839,0.7079654588670075,0.6925023730727755,-0.2038626868415716,0.2038626868415716,False,False
feature_348,0,0.0,25.24427809339077,1.2889349302159931,0.05105849830395628,19.848038641402283,30.945892507107416,154037,0.007043762212974805,25.255406274275867,24.99245925801599,-0.20313177031233315,0.20313177031233315,False,False
feature_284,0,0.0,0.1520582339568273,0.022541343750196993,0.148241520131011,0.0474503662261433,0.2557208347488712,154037,0.007037270266234736,0.1518631473236449,0.15647283588255279,0.2029702329501401,0.2029702329501401,False,False
feature_333,0,0.0,24.284412323342938,1.7533287731385858,0.07219976130339507,15.73108810756338,32.7528844352994,154037,0.007206060881476528,24.29947842251066,23.943482607585334,-0.20246382094499493,0.20246382094499493,False,False
feature_13,0,0.0,-138.7263836675589,20.15585624504563,0.14529216225622024,-230.41416907012368,-48.86147769168232,154037,0.007232028668436804,-138.90008642007726,-134.79567609799258,0.20172743766235335,0.20172743766235335,False,False
feature_295,0,0.0,0.3319431122591484,0.019680387466282288,0.05928843449210594,0.2347814414075718,0.4178185464352555,154037,0.00738134344345839,0.3317734164809409,0.33578314628424805,0.2016407722354793,0.2016407722354793,False,False
feature_447,0,0.0,1295.7579349417283,160.89706089951406,0.12417215944485015,563.2953681265976,2046.2633721194345,154037,0.006810052130332323,1297.1453349720948,1264.362555638217,-0.2011958709715629,0.2011958709715629,False,False
feature_115,0,0.0,150.43773283582715,21.547595729521298,0.14323265395814103,56.82480325330852,249.1423031912177,154037,0.007251504508657011,150.2544589138868,154.5850257360874,0.20000903211342547,0.20000903211342547,False,False
feature_342,0,0.0,1.9194845666401652,0.12421186906216657,0.06471105380106547,1.3344818902592688,2.456359213035871,154037,0.007186585041256322,1.9205486575848365,1.8954053262695596,-0.1997448038838665,0.1997448038838665,False,False
feature_312,0,0.0,5.200423460032781,0.2177442095993337,0.041870476754975856,4.181878021914516,6.134378372525379,154037,0.007115173627115563,5.202261834517903,5.158823010992093,-0.1997164027264193,0.1997164027264193,False,False
feature_227,0,0.0,3586.0182168587435,413.3702380322065,0.11527276579043924,1864.197785949164,5546.771497029555,154037,0.007245012561916942,3582.514968103219,3665.2929905843935,0.1996500015910683,0.1996500015910683,False,False
feature_294,0,0.0,825.8760607598338,68.62955694817161,0.08309909950051114,523.2113479184729,1145.0721490140063,154037,0.007043762212974805,825.2932437212471,839.064587205337,0.19948014971130087,0.19948014971130087,False,False
feature_233,0,0.0,2050.10221028374,44.73493502741329,0.021820831567818198,1848.6229618547795,2242.923023079708,154037,0.007017794426014529,2049.722640920469,2058.691459145677,0.1989092970588609,0.1989092970588609,False,False
feature_269,0,0.0,1366.8703978710475,65.27667668473477,0.047756302855344344,1092.3691428553582,1664.8440993768547,154037,0.0071671092010361145,1366.3198937531035,1379.3277174708103,0.19840662677793836,0.19840662677793836,False,False
feature_280,0,0.0,9.365857203101001,0.8703332042650297,0.09292616632857327,5.446258716475651,13.279387118339075,154037,0.006868479650992943,9.358530374538292,9.531655499759054,0.19834357655527685,0.19834357655527685,False,False
feature_146,0,0.0,4.039373666525746,0.5837554326080417,0.14451632376712703,1.4582123764282962,6.510800637421078,154037,0.007102189733635425,4.034430818530926,4.15122503184247,0.1971989339315152,0.1971989339315152,False,False
feature_216,0,0.0,92.03597728346759,3.4362557892792256,0.037336005882739505,77.07264753034742,105.65045485102712,154037,0.006920415224913495,92.0646190475844,91.38784478477386,-0.19688896344237009,0.19688896344237009,False,False
feature_43,0,0.0,0.22959569554183654,0.01027779405489713,0.044764750622357935,0.1833939358416839,0.2731257126303006,154037,0.007121665573855632,0.22968119374978246,0.2276609625091977,-0.196703454651085,0.196703454651085,False,False
feature_236,0,0.0,-210.06890221534115,31.268260159671428,0.14884763917896998,-359.6993463803395,-58.5461022331322,154037,0.007368359549978252,-210.33138529723254,-204.12919071442766,0.19664192997845897,0.19664192997845897,False,False
feature_191,0,0.0,3596.395472389669,482.83700003694804,0.13425581356216118,1589.1773845539062,5900.826048508612,154037,0.007082713893415219,3592.3719131235684,3687.4443166628166,0.1966220946596949,0.1966220946596949,False,False
feature_358,0,0.0,-126.7448761976181,16.738907867015538,0.13206772825211935,-202.43809596710287,-55.254210488067,154037,0.007387835390198459,-126.88500248872494,-123.57396805043287,0.1963038694123729,0.1963038694123729,False,False
feature_169,0,0.0,3.2497168716398734,0.462166913726641,0.1422175937109937,1.1801369585752532,5.285119135616938,154037,0.006836019917292598,3.25358568217547,3.1621698256834323,-0.19584481472868723,0.19584481472868723,False,False
feature_486,0,0.0,4959.286407254096,701.9670006446693,0.14154596911722647,1909.3729358797727,8272.361123623252,154037,0.006790576290112116,4953.41597889045,5092.127924564766,0.1955382342410094,0.1955382342410094,False,True
feature_65,0,0.0,0.3546316873308478,0.01675504481465746,0.047246327424278124,0.2751258568566653,0.4294596427066098,154037,0.0065698501009497715,0.35449247853144933,0.35778183362163857,0.19531138690008398,0.19531138690008398,False,False
feature_475,0,0.0,404.3379047527837,22.00967980546416,0.05443387707843295,298.1070671394403,511.6675916176506,154037,0.006978842745574115,404.52060967574266,400.20348769110876,-0.19501358908079194,0.19501358908079194,False,False
feature_3,0,0.0,0.11766840292548406,0.015951882172285953,0.13556640334778583,0.0485335729886482,0.1838981150990313,154037,0.006608801781390185,0.11753596616245743,0.12066530527372167,0.1949068297854466,0.1949068297854466,False,False
feature_156,0,0.0,190.99018174923702,20.185981702657816,0.10569120107525347,102.23950037954056,290.0452814631743,154037,0.006738640716191564,190.8222284301892,194.79078578655813,0.19469073161157516,0.19469073161157516,False,False
feature_231,0,0.0,1.3476271317914812,0.18365098090212112,0.13627729552905551,0.4704619664036859,2.192469938757859,154037,0.0070307783194946665,1.3491532776074435,1.3130920837044933,-0.1938743876496475,0.1938743876496475,False,False
feature_254,0,0.0,15.977449374176265,1.2640387583367878,0.07911392668092598,10.139874860172055,21.93733433502169,154037,0.007478722644559424,15.98780519977208,15.743108113209308,-0.19318621141988537,0.19318621141988537,False,False
feature_497,0,0.0,-1.981875803122615,0.061199090329002004,0.030879377119685098,-2.240141289540889,-1.7017381919414396,154037,0.007141141414075839,-1.982378252207348,-1.9705059175448247,0.1931015284594058,0.1931015284594058,False,False
feature_399,0,0.0,2104.107451905576,269.5266806702809,0.12809549266421028,886.1201077748921,3412.31540890971,154037,0.006719164875971358,2101.881359254814,2154.4815484932587,0.19244693583293515,0.19244693583293515,False,False
feature_385,0,0.0,947.9699268006914,71.51505942385502,0.07544021957026797,615.7703023163173,1261.5689160320867,154037,0.006836019917292598,947.38272802167,961.2576073473471,0.19226676681487243,0.19226676681487243,False,False
feature_28,0,0.0,0.48987532736130207,0.05307123190718771,0.10833620095352468,0.2112485344884812,0.7160787358653302,154037,0.006777592396631978,0.4903095482042335,0.4800493739470424,-0.19207350330973305,0.19207350330973305,False,False
feature_381,0,0.0,-19.897786122253475,1.1135143430390435,0.05596172037419282,-24.532332911885067,-14.667411903862986,154037,0.007225536721696735,-19.90686862995981,-19.692258683716354,0.19199107983954375,0.19199107983954375,False,False
feature_293,0,0.0,-156.33033224121044,20.503196199103257,0.13115302644830165,-245.11448192275355,-62.249240701511525,154037,0.007121665573855632,-156.49733785085886,-152.55117385432408,0.19138437582479287,0.19138437582479287,False,False
feature_474,0,0.0,21.675101241006505,1.3842570492578459,0.06386392542605565,15.623238541258578,28.80817256683657,154037,0.0070307783194946665,21.686422732206573,21.418907999887946,-0.19131978421370474,0.19131978421370474,False,False
feature_174,0,0.0,-2.155749865207894,0.0447093210919387,0.02073956807954019,-2.359664162632635,-1.9619143581409448,154037,0.006881463544473081,-2.155384214470523,-2.164024150447273,-0.191314186259345,0.191314186259345,False,False
feature_426,0,0.0,-0.30064108523542965,0.024689545058232024,0.08212299073793536,-0.4267985880191142,-0.1858535876386777,154037,0.007102189733635425,-0.3004406783428788,-0.30517607894233545,-0.19101770215011907,0.19101770215011907,False,False
feature_193,0,0.0,0.22613782764326867,0.025905913349709465,0.11455807115373867,0.1172205166652689,0.3474618663413068,154037,0.006751624609671702,0.225927969986,0.23088668205114754,0.190402016604707,0.190402016604707,False,False
feature_99,0,0.0,-6.259128018300167,0.13131132116890842,0.020979171664964526,-6.825736287976361,-5.61745891550501,154037,0.0074462629108590795,-6.258066757536106,-6.2831432147095425,-0.1901210590326935,0.1901210590326935,False,False
feature_275,0,0.0,-223.1843534070775,22.764178651284027,0.10199719784909501,-316.8861247821178,-124.61134857287963,154037,0.0070307783194946665,-223.36869834824319,-219.01282448686155,0.18999064094556165,0.18999064094556165,False,False
feature_189,0,0.0,-0.10476437169069798,0.005611840252221097,0.05356630466690779,-0.1297594728289063,-0.0802254770369692,154037,0.006972350798834046,-0.10471885372235731,-0.10579439464723704,-0.18914655861916144,0.18914655861916144,False,False
feature_425,0,0.0,-65.10356305816806,6.878695071536076,0.10565773589673072,-96.41009118009238,-36.00746340650772,154037,0.006998318585794322,-65.04872671584722,-66.34445085483738,-0.186152295438235,0.186152295438235,False,False
feature_31,0,0.0,6.807832303533921,0.5974609313680714,0.08776081794170101,3.924819328686673,9.510974410371563,154037,0.007232028668436804,6.812565222171016,6.700731415129745,-0.1859975686204234,0.1859975686204234,False,False
feature_195,0,0.0,1812.6421753496666,98.06760619370817,0.05410202163854568,1360.0984800058663,2268.1670047799903,154037,0.007576101845660458,1811.8632239181202,1830.2690134044046,0.18594149101751095,0.18594149101751095,False,False
feature_100,0,0.0,32.412017291755625,4.612431912773642,0.14230622769496265,12.351373402551667,52.72069817743187,154037,0.00762154547284094,32.44886030915343,31.57829919994872,-0.18582707541544935,0.18582707541544935,False,False
feature_350,0,0.0,716.7108209425542,80.75694387424126,0.11267716562174536,362.3669779531064,1099.0152294554666,154037,0.006608801781390185,716.077398252388,731.0444991766291,0.1858155685252035,0.1858155685252035,False,False
feature_495,0,0.0,312.4456898365416,37.37100292127568,0.11960799632354223,152.74263103077774,488.6281975986117,154037,0.007154125307555977,312.1517303982423,319.09767762899924,0.18476430566499544,0.18476430566499544,False,False
feature_130,0,0.0,0.35781037635063245,0.03505445382033746,0.09796936069284425,0.1815434377126362,0.5161441295547139,154037,0.007037270266234736,0.3580857728454684,0.35157844812157835,-0.18452602328664286,0.18452602328664286,False,False
feature_467,0,0.0,-4.209711979254361,0.5198733122947699,0.12349379597861507,-6.402920956672001,-1.9224959577510563,154037,0.007186585041256322,-4.213789769444743,-4.117435947147461,0.18452502643138807,0.18452502643138807,False,False
feature_37,0,0.0,0.7229907325026435,0.048773757583208316,0.06746111034421867,0.4803539071784414,0.9283166733312496,154037,0.0072190447749566665,0.7233722606220432,0.714357159083775,-0.1842604403681714,0.1842604403681714,False,False
feature_159,0,0.0,1994.296020461423,180.4673925701206,0.09049177790986396,1057.297173501764,2769.674534662452,154037,0.0070762219466751495,1995.714845039253,1962.1895372473687,-0.1839193531445706,0.1839193531445706,False,False
feature_220,0,0.0,2.260778186940155,0.17488849738517248,0.07735765427827083,1.5151431017246286,3.0497765509602903,154037,0.00682952797055253,2.2594028353944275,2.291900921918312,0.18383796299033117,0.18383796299033117,False,False
feature_403,0,0.0,5.326655028151438,0.6503003686871963,0.12208419078208571,2.402025877847495,8.101391741762077,154037,0.006381583645487772,5.331720433372875,5.212030323832385,-0.18322141741666553,0.18322141741666553,False,False
feature_218,0,0.0,13.864147477625469,1.322692243487423,0.0954037920919435,8.00961068149301,19.81697087820624,154037,0.007082713893415219,13.853927373902195,14.095417497728223,0.18322101742613653,0.18322101742613653,False,False
feature_440,0,0.0,-5.7714944485246065,0.856294659943116,0.14836619312039961,-9.540341281147017,-2.0062445246824434,154037,0.0069853346923141844,-5.77822186458259,-5.619260215967238,0.18320532594956054,0.18320532594956054,False,False
feature_197,0,0.0,37.26657568597582,4.9757738675491625,0.1335184082776258,15.158421205983874,59.49393931588447,154037,0.006823036023812461,37.22811938519861,38.136800655764624,0.18201721166338292,0.18201721166338292,False,False
feature_69,0,0.0,-0.45003172882818365,0.027465987819637803,0.06103122526750545,-0.575565592528152,-0.3219037690196726,154037,0.006543882313989496,-0.45024396404742595,-0.44522907273488854,0.18102946097811373,0.18102946097811373,False,False
feature_153,0,0.0,798.4545182239401,63.581534740366685,0.07963075327295495,534.4715030903612,1081.0119659839015,154037,0.006810052130332323,797.9608819865384,809.6249784891702,0.18089690174554662,0.18089690174554662,False,False
feature_168,0,0.0,0.30697162242848053,0.042625996742795685,0.13885973043885144,0.1213192969439736,0.4943382949974747,154037,0.007128157520595701,0.30664488758074004,0.31436528269370045,0.18083623303151383,0.18083623303151383,False,False
feature_207,0,0.0,-0.8133173030329804,0.050188123406829606,0.06170792533205758,-1.0625430823200563,-0.6062045539054103,154037,0.006790576290112116,-0.8129327678341886,-0.8220189234433788,-0.17972223157241848,0.17972223157241848,False,False
feature_190,0,0.0,3.0721874607315853,0.4450999018299634,0.14488045001133198,0.886500865288071,5.088524698388988,154037,0.006823036023812461,3.0688053459464197,3.148721102222302,0.1797176114722878,0.1797176114722878,False,False
feature_332,0,0.0,25.83848101395401,1.306387288613721,0.05055975573441062,19.554632440849566,31.576972384433983,154037,0.0068035601835922535,25.84841533601588,25.613677927296074,-0.1795893668421213,0.1795893668421213,False,False
feature_337,0,0.0,-526.8727379351039,35.63451674069051,0.06763401135603962,-673.6863681506987,-363.9458011396477,154037,0.0072190447749566665,-527.1428091919154,-520.7613141488907,0.17922443536536978,0.17922443536536978,False,False
feature_88,0,0.0,11.474578829793524,1.323837896016801,0.11537137141621975,5.102642996549033,17.407111518463708,154037,0.007102189733635425,11.48465425705193,11.246582683405178,-0.17863458437341878,0.17863458437341878,False,False
feature_251,0,0.0,1281.4391134537502,119.77299694089463,0.0934675675835124,737.5841415891425,1871.893897146046,154037,0.0069398910651337015,1282.3378445097903,1261.1017905629822,-0.17751051120660277,0.17751051120660277,False,False
feature_404,0,0.0,45.74705093218782,5.241847788732044,0.11458329404669576,21.28813686155673,68.42487810135125,154037,0.007141141414075839,45.78650364957266,44.85427811991966,-0.1772339403695314,0.1772339403695314,False,False
feature_466,0,0.0,-0.7109171753674636,0.02232944171438388,0.03140934343419413,-0.8129235843733259,-0.6172049173921829,154037,0.006556866207469634,-0.7107487076279632,-0.7147294201896188,-0.17677314554147994,0.17677314554147994,False,False
feature_482,0,0.0,-0.10858264778634336,0.006464317860847844,0.05953361787205261,-0.1361172776046859,-0.0797857440360797,154037,0.007056746106454943,-0.10853400939417074,-0.10968328259789722,-0.17674955049828858,0.17674955049828858,False,False
